ship_nodc,ship_name,remarks,source_url
31B1,"Bannock
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
48B1,Bannock,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
62AA,"Bannu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
4912,"Banshu Maru #83
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PAB3,Bansui,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49BN,"Bansyn-Maru No 83
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06BN,"Bant
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
495Z,Baosteel Emotion,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
357N,Bara Pemdez II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11XC,Barabas,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58BI,Baragutt,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
14BT,Barao De Teffe,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BZ,"Barataria
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
063I,Barbara,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33IZ,Barbara Andrie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33L7,Barbara Foss,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32Q0,Barbara H.,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
324R,"Barbara Marie
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32ZZ,Barbera Marie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BB,Barbey,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
66BA,Barbican Spirit,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
66BB,Barbican Star,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BC,Barbour County,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BMBE,Barcelona Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09BA,Barcoo,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46L4,Bardi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BC,"Barecat
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3541,Barfleur,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BA,Barfleur,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
187B,"Barge
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
317B,"Barge
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
457B,"Barge
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64BR,Barken,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77BY,"Barken
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BQ,"Barnegat L/S
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31B7,Barney,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BQ,Barnstable County,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BO,Baron,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BP,Barrett,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BHAO,Barrington Island,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BS,Barrosa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09J5,"Barrow Island
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31Y2,Barry,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
314U,Bartlett,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BT,Barton,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
42BJ,Baruna Jaya I,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
42BT,Baruna Jaya III,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
42BR,Baruna Jaya IV,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
42BY,Baruna Jaya VIII,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06A0,Barzan,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
9016,"Bashkiria
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
906U,"Bashkiriya
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31IO,Basilone,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06XN,Basle Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33T8,Bass,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
313B,Basswood,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
47VF,Bat Galim,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HKHG,Batissa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31L0,Baton Rouge,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BT,Battleaxe,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31U5,"Bauer
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06BA,"Baumwall
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
316B,Bausell,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06BV,"Bavaria
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
323X,Bay,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74OT,Bay Explorer,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33WL,Bay Hydro II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33BH,Bay Hydrographer,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
318Y,Bay State,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33VG,Bay State,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33BC,"Baya
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
323Y,Bayamon,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
061K,"Bayern
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06BY,"Bayernstein
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BY,"Bayfield
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
21IB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
22IB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32IB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
57IB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
93IB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BAIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BNIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CAIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CIIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CRIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
GRIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
JAIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
TTIB,"Beach And Intertidal Sites
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BH,"Beacon Hill
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HKFX,Beacon Hill,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74B2,Beagle,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32F8,"Beagle III
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31L9,Beale,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BE,Bear,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31E4,Bearss,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11B6,Beasac VI,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31YY,Beatty,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06WO,Beaufort,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
323Z,Beaufort,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BE,Beaufort,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
327B,"Beaumont
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35B5,Beautemps-Beaupre,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35B6,"Beautemps-Beaupre
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35B9,Beautemps-Beaupre,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BB,"Beautemps-Beaupre
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BV,"Beaver
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BC,"Becuwe
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BQ,"Bedeque
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35B2,Beg Hir,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90K5,"Beglitzky
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
263Q,Begonia Seaways,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31EQ,"Begor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BE,Beinir,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49BH,"Beishu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11NV,"Belgian Naval Vessels
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11BE,Belgica,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11BG,Belgica,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11BU,Belgica,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90BL,"Belinskiy
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
311N,Belknap,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3322,Bell M. Shimada,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18XU,Bella Desgagnes,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
334L,Bella Marie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74L3,Bellamite,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74ZU,Bellatrix,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77BZ,"Bellatrix
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
91BA,"Bellatrix
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3231,Belleau Wood,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
318B,Bellows,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3115,Belmont,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90BK,"Belogorsk
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26J7,Belone Belone,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77LS,Belos,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BL,Belouga,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BM,"Beltrami
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BG,Beluga,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90K6,"Beluga
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BP,Beluga II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
9030,"Beluha
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90BE,"Belukha
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
7447,Ben-my-Chree,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74FX,Benaiah IV,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09BN,Benalla,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
29BX,Benchi Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
41BE,"Bengal
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
34BE,Bengtskar,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
91BB,"Benguela
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
642B,Benguela Stream,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
313X,Benham,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33X0,Benjamin,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3120,Benjamin Franklin,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31DD,Benjamin Stoddert,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31N3,Benner,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
313E,Bennington,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
328B,"Benson
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
335A,Benthos,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3517,Beothuk,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BE,"Berceuse
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
906W,"Berezan
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
908U,"Berezkin
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90BG,"Berg
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3107,Bergall,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PAX0,Berge Arctic,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58M7,Berge Atlantic,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HKFV,Berge Nantong,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HKFF,Berge Ningbo,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74U0,Berge Stahl,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58AN,"Bergen
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26BJ,Bergensfjord,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90EI,"Bering
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BS,"Bering Strait
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31VK,Berkeley,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PA2B,Berlian Ekuator,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
0611,"Berlin
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
0689,Berlin Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09F7,"Bermagui
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BH0F,Bernardo Quintana A.,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
352E,"Berneval
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74MP,Bernicia,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
08L4,Bernie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BN,"Bertha Ann
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
14BE,"Bertioga
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BC,Berwick,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
743I,Beryl,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74GY,Beryl Alpha,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26BE,Beskytteren,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
LABS,"Bespokoinij
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90BS,Bespokoinyi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BF,"Betelgeuse
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32B9,Bettie M,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77ET,"Betty
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18VW,Betty Adell,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BU,"Betty Lou
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BH,"Betty, H.",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09V1,Bhagwan K,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
41BS,"Bhaskara
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
41BB,Bhavabhuti,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BX,Bibb,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74B9,Bibi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
743H,Bickington,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BI,Bidassoa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31QD,Biddle,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18BV,"Bienvenue
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
LABI,"Bierini
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49LE,"Big Glory
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32BP,Big Valley,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
188X,Big Winds,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BN,"Biganon
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BI,Bigbury Bay,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31IW,Bigelow,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
4921,Bihoro,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
745B,Bildeston,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
89BL,Bilim,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
89B2,Bilim-2,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
7406,Bill Conway,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
315N,"Billie
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32B2,"Billie II
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
76BA,Bin Hai 511,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09U9,"Bin Tang Terang
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33BL,"Bio Lab
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26BF,Biofarid,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
908T,"Biolog
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26BI,"Biologen
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
93BI,"Biomar I
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HRBP,Bios,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HRBS,Bios Dva,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BH,Bir Hakeim,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31B4,"Birds Eye
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67BI,"Birkut
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BR,Birmingham,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
904N,"Birokhan
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06BI,"Bischofstein
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
4940,Bishu Highway,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33YZ,Bismarck Sea,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11SP,Bison,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31I8,"Bittern
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3232,Bittersweet,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46BS,Bjarni Saemundsson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46BJ,Bjartur,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58FB,Bjoern Foeyn,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58BA,"Blaafjeld
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58AD,"Blaahav
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
311L,Black,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BD,"Black Douglas
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32FW,"Black Seal
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31KV,Blackhaw,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18Z8,Blackie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61BL,Blackpool,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BL,Blackpool,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74BW,Blackwood,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31IA,"Blair
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BK,"Blake
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
335F,Blake,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
316X,Blakely,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
20BE,"Blanco Encalada
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31YD,Blandy,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32B1,"Blank
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77LE,"Blenda
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
905U,"Blesk
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31BL,"Blish
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
