ship_nodc,ship_name,remarks,source_url
26DR,"Light Tower Drogden
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
ESLV,"Light Vessels
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LG,Ligrunn,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LR,Ligrunn,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MHJ5,Lijmiliya,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67AC,"Likodyn
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3154,"Lil- Joy
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11SX,Lili,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90Q7,"Liliya
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06LB,"Lillooet
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
907Y,"Liman
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77LA,Limanda,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64LI,Limburg,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26VS,Limgrim,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18LN,Limnos,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31I6,"Limpkins
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LI,Lincoln,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31L3,"Lincoln Rock
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
062G,"Lindau
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32L6,"Lindblad Explorer
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
260Q,Linder,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
744A,Lindisfarne,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LI,"Lindy
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33LK,"Link
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09B1,Linnaeus,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33LH,"Linwood Holton
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06LI,"Linzertor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3363,Lioba,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
SIVW,Lion City River,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
320X,"Lion Heart
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32JX,"Lions Gate Bridge
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
95LI,Lipa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LP,Lipan,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
456H,Lir,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90LR,"Lira
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09W6,"Lismore Star
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LS,"Lista
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90LI,"Litke
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67LL,Litoral,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
326L,Little,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32L0,"Little Dipper
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
321I,Little Hercules,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31X1,"Little Rock
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LI,Littlehales,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33L6,Littlehales,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06LT,Littorina,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67LT,Littorina,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26LV,Liv II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
326E,"Livermore
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LP,Liverpool,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LV,"Liverpool Bar
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
LTLS,Liverpool Seaways,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LZ,Liverpool Viking,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
642O,Living Stone,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
ESLW,"Livonia
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09B9,"Lizard Island
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46LJ,Ljosafell,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LL,Llandaff,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
901L,"Llinsk
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54VO,Lloyd Don Giovanni,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54M7,Lloyd Don Pascuale,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18LG,"Lloyd George
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31T9,Lloyd Thomas,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67LM,"Lm Mir
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54LA,Loa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
45LL,"Loc Lurgan
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LT,"Locator
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33VP,Locator,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LC,Loch Alvie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74HP,Loch Craggie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LF,Loch Fada,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LH,Loch Fyne,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74L1,Loch Insh,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LK,Loch Killisport,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09U2,"Loch Lomond
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LM,Loch Lomond,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74RZ,Loch Rannoch,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74GJ,Loch Ruthven,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74HV,Loch Scavaig,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LU,Loch Seaforth,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74HT,Loch Tralaig,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
7424,Lochnevis,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3173,Lockwood,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64LD,Lodijcke,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31Z2,"Loeser
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
TNLF,"Lofa
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LQ,Lofberg,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
586G,Lofoten,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
34LO,"Lohm
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
352U,"Loire
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33QF,Lois H,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LV,"Lois Seaver
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
41AC,"Lokvihar
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
325L,"Lolly
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MLTG,Lombardia,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90LM,Lomonosov,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90NQ,Lomonosov,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
587C,Lomvi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54LN,London,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06UP,London Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
743T,"London Glory
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BHR7,London Spirit,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
745H,Londonderry,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CILR,Lone Ranger,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31QB,Long Beach,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
329H,Long Lines,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54LC,Longavi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54LV,Longavi,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LH,"Longhorn
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LS,Longstone,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LN,Longva,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LV,"Longview
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26BV,Lonny Hedwig,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
LALD,"Loode
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32OV,"Looker
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31L5,"Lookout
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09GB,"Lord Howe Island
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LK,"Lord Kelvin
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74L2,Lord Nelson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LR,"Lord Rayleigh
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74XU,Lord of the Isles,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64CM,Lorgose,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LN,Los Angeles,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
28LR,"Los Rios
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90Q8,"Lot
            DEPRECATED","1
            DEPRECATED",https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90Q9,"Lot
            DEPRECATED","2
            DEPRECATED",https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77LY,Lotty,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35LO,"Lotus
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90QA,"Lotz-59
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18LB,Loubyrne,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
45LB,Lough Beltra,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LG,Lough Foyle,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74H9,"Loughrigg Holme
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35LI,"Louis Collet
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35E4,Louis Elie II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18LL,Louis M. Lauzier,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18SN,Louis S. St-Laurent,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32SL,"Louis S. St. Laurent
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
329U,Louise Lykes,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
329J,"Louisiana Getty
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LO,Louisville,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18LR,"Lourier
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09J1,"Low Head
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09GD,"Low Isles
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LJ,"Lowe
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
336V,Lowell Weicker,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
741L,Lowestoft,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LR,Lowland Searcher,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MLD1,Lowlands Brilliance,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
SI3A,Lowlands Crimson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11PQ,Lowlands Orchid,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11LY,Lowlands Prosperity,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31YZ,Lowry,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31Y4,Loyalty,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64L1,Lub Senior,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64L2,Lub Senior,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11T3,Luc,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LU,Luce,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90QB,Luch,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LC,Lucid,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33LL,Lucid,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
319X,"Lucille B
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
118Y,Lucky,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LS,Lucky Strike,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64LC,Luctor,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
ML8B,Lucy Oldendorff,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67OJ,Lucynka,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06LO,Ludwig Prandtl,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
066Y,Ludwigshafen Express,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
061U,"Luebeck
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
061M,"Luetjens
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
48LS,Luigi Sanzo,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
65PD,Luis Flores Portugal,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31U9,"Luiseno
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
315L,"Lulu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26FC,Luna Maersk,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
7430,Lunar Bow,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06LQ,Luneplate,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
48AQ,"Lupo
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
29LU,Lura,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LU,"Lura
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
68VL,Luso,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32L3,Lusty,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67LX,Lux Torpeda,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64LU,"Luymes
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64LY,Luymes,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LL,"Lydia Louise
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54LO,Lydia Oldendorff,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LD,"Lydonia
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LX,Lykes Ambassador,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MHZJ,Lyla,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32LY,"Lyman
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LW,Lyman K. Swenson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31LY,"Lynch
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31KQ,Lynde McCormick,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LW,"Lynn Well
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74LY,Lynx,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
329X,Lyra,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58LY,Lysbris,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90LY,"Lyublino
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
URLB,Lyubov,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32KE,"M. Kerri
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
41KR,"M. O. Kristensen
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18MU,M. Perley,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32RN,"M. Reynolds
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
ALBE,M. S. Benyahia,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32M2,"M. S. Myers
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64SN,"M. S. Snellius
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31MT,"M. Taylor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32VN,M. Vivian,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58P9,M. Ytterstad,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
325N,"M.R. Nawman
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
HKTM,"M.S. Tomoe
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FW,"MB0004
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FR,"MB0012
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FS,"MB0023
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FP,"MB003
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FQ,"MB004
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FT,"MB0105
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FV,"MB0421
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FX,"MB0422
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90FZ,"MB0436
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HA,"MB0452
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HB,"MB0454
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HD,"MB0726
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HE,"MB1202
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HG,"MB2645
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74M3,MBA Sepia,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
906M,"MG-1357 Civilsk
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HF,"MG0422
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HH,"MG1330
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HJ,"MG1340
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HK,"MG1341
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HL,"MG1342
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HM,"MG1347
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HN,"MG1348
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HO,"MG1356
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HP,"MG1357
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HR,"MG1363
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HS,"MG1364
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HT,"MG1365
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HU,"MG1366
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HV,"MG1465
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HQ,"MG3162
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HW,"MI0305
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HX,"MI0309
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HY,"MI0440
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90HZ,"MI0624
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90IA,"MI0771
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90IB,"MI0776
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90IC,"MI0780
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90ID,"MI0782
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90UH,"MI0817
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90MI,"MI0818
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
902T,"MI0819
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90MJ,"MI0824
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
