"","year","cruise","OO","line","station","ship_code","order_occupied","net_type","tow_number","latitude","longitude","time","stlarv","key","region","BSB","KB","SSB","DBSta_ID"
"1",1951,195106,NA,93.3,30,"YE",1,"C1",1,"32.833332","-117.525","1951-05-30T22:46:00Z",0,"19-5106YE-09330300","Southern California",0,0,0,"09330300"
"2",1951,195106,NA,123.3,40,"HO",1,"C1",1,"27.3","-114.85833","1951-05-31T04:55:00Z",0,"19-5106HO-12330400","Baja California",0,0,0,"12330400"
"3",1951,195106,NA,86.7,35,"YE",2,"C1",1,"33.833332","-118.625","1951-05-31T07:52:00Z",0,"19-5106YE-08670350","Southern California",0,0,0,"08670350"
"4",1951,195106,NA,123.3,50,"HO",2,"C1",1,"26.911667","-115.473335","1951-05-31T09:31:00Z",0,"19-5106HO-12330500","Baja California",0,0,0,"12330500"
"5",1951,195106,NA,86.7,40,"YE",3,"C1",1,"33.666668","-118.975","1951-05-31T11:45:00Z",0,"19-5106YE-08670400","Southern California",0,0,0,"08670400"
"6",1951,195106,NA,133.3,30,"CR",1,"C1",1,"25.941668","-113.2","1951-05-31T15:19:00Z",0,"19-5106CR-13330300","Baja California",0,0,0,"13330300"
"7",1951,195106,NA,123.3,60,"HO",3,"C1",1,"26.636667","-116.15","1951-05-31T15:36:00Z",0,"19-5106HO-12330600","Baja California",0,0,0,"12330600"
"8",1951,195106,NA,83.3,55,"YE",4,"C1",1,"33.733334","-120.40833","1951-05-31T20:56:00Z",0,"19-5106YE-08330550","Southern California",0,0,0,"08330550"
"9",1951,195106,NA,133.3,40,"CR",2,"C1",1,"25.566668","-113.76667","1951-05-31T21:16:00Z",0,"19-5106CR-13330400","Baja California",0,0,0,"13330400"
"10",1951,195106,NA,126.7,60,"HO",4,"C1",1,"26.053333","-115.791664","1951-05-31T21:56:00Z",0,"19-5106HO-12670600","Baja California",0,0,0,"12670600"
"11",1951,195106,NA,133.3,50,"CR",3,"C1",1,"25.241667","-114.4","1951-06-01T02:44:00Z",0,"19-5106CR-13330500","Baja California",0,0,0,"13330500"
"12",1951,195106,NA,126.7,50,"HO",5,"C1",1,"26.393333","-115.121666","1951-06-01T04:11:00Z",0,"19-5106HO-12670500","Baja California",0,0,0,"12670500"
"13",1951,195106,NA,133.3,60,"CR",4,"C1",1,"24.908333","-115.025","1951-06-01T08:21:00Z",0,"19-5106CR-13330600","Baja California",0,0,0,"13330600"
"14",1951,195106,NA,126.7,40,"HO",6,"C1",1,"26.661667","-114.51667","1951-06-01T10:36:00Z",0,"19-5106HO-12670400","Baja California",0,0,0,"12670400"
"15",1951,195106,NA,136.7,60,"CR",5,"C1",1,"24.316668","-114.675","1951-06-01T13:56:00Z",0,"19-5106CR-13670600","Baja California",0,0,0,"13670600"
"16",1951,195106,NA,130,35,"HO",7,"C1",1,"26.37","-113.905","1951-06-01T16:36:00Z",0,"19-5106HO-13000350","Baja California",0,0,0,"13000350"
"17",1951,195106,NA,136.7,50,"CR",6,"C1",1,"24.65","-114.041664","1951-06-01T19:12:00Z",0,"19-5106CR-13670500","Baja California",0,0,0,"13670500"
"18",1951,195106,NA,130,40,"HO",8,"C1",1,"26.146667","-114.121666","1951-06-01T20:16:00Z",0,"19-5106HO-13000400","Baja California",0,0,0,"13000400"
"19",1951,195106,NA,136.7,40,"CR",7,"C1",1,"24.98","-113.39167","1951-06-02T00:55:00Z",0,"19-5106CR-13670400","Baja California",0,0,0,"13670400"
"20",1951,195106,NA,130,50,"HO",9,"C1",1,"25.84","-114.833336","1951-06-02T02:46:00Z",0,"19-5106HO-13000500","Baja California",0,0,0,"13000500"
"21",1951,195106,NA,136.7,35,"CR",8,"C1",1,"25.133333","-113.083336","1951-06-02T03:26:00Z",0,"19-5106CR-13670350","Baja California",0,0,0,"13670350"
"22",1951,195106,NA,140,35,"CR",9,"C1",1,"24.583334","-112.708336","1951-06-02T10:41:00Z",0,"19-5106CR-14000350","Baja California",0,0,0,"14000350"
"23",1951,195106,NA,130,60,"HO",10,"C1",1,"25.441668","-115.46833","1951-06-02T10:46:00Z",0,"19-5106HO-13000600","Baja California",0,0,0,"13000600"
"24",1951,195106,NA,86.7,60,"YE",11,"C1",1,"33.016666","-120.3","1951-06-02T14:27:00Z",0,"19-5106YE-08670600","Southern California",0,0,0,"08670600"
"25",1951,195106,NA,140,40,"CR",10,"C1",1,"24.416666","-113.025","1951-06-02T15:11:00Z",0,"19-5106CR-14000400","Baja California",0,0,0,"14000400"
"26",1951,195106,NA,86.7,50,"YE",12,"C1",1,"33.466667","-119.76667","1951-06-02T18:58:00Z",0,"19-5106YE-08670500","Southern California",0,0,0,"08670500"
"27",1951,195106,NA,140,50,"CR",11,"C1",1,"24.1","-113.65833","1951-06-02T20:45:00Z",0,"19-5106CR-14000500","Baja California",0,0,0,"14000500"
"28",1951,195106,NA,140,60,"CR",12,"C1",1,"23.758333","-114.291664","1951-06-03T02:16:00Z",0,"19-5106CR-14000600","Baja California",0,0,0,"14000600"
"29",1951,195106,NA,93.3,40,"YE",13,"C1",1,"32.5","-118.208336","1951-06-04T04:42:00Z",0,"19-5106YE-09330400","Southern California",0,0,0,"09330400"
"30",1951,195106,NA,93.3,50,"YE",14,"C1",1,"32.15","-118.85","1951-06-04T08:36:00Z",0,"19-5106YE-09330500","Southern California",0,0,0,"09330500"
"31",1951,195106,NA,93.3,60,"YE",15,"C1",1,"31.808332","-119.51667","1951-06-04T15:06:00Z",0,"19-5106YE-09330600","Southern California",0,0,0,"09330600"
"32",1951,195106,NA,150,60,"CR",19,"C1",1,"22.016666","-113.183334","1951-06-05T05:55:00Z",0,"19-5106CR-15000600","Baja California",0,0,0,"15000600"
"33",1951,195106,NA,150,50,"CR",20,"C1",1,"22.35","-112.566666","1951-06-05T13:46:00Z",0,"19-5106CR-15000500","Baja California",0,0,0,"15000500"
"34",1951,195106,NA,150,40,"CR",21,"C1",1,"22.7","-111.958336","1951-06-05T19:10:00Z",0,"19-5106CR-15000400","Baja California",0,0,0,"15000400"
"35",1951,195106,NA,150,30,"CR",22,"C1",1,"23.033333","-111.333336","1951-06-06T00:36:00Z",0,"19-5106CR-15000300","Baja California",0,0,0,"15000300"
"36",1951,195106,NA,150,25,"CR",23,"C1",1,"23.2","-111.025","1951-06-06T03:21:00Z",0,"19-5106CR-15000250","Baja California",0,0,0,"15000250"
"37",1951,195106,NA,96.7,60,"YE",22,"C1",1,"31.266666","-119.183334","1951-06-06T07:55:00Z",0,"19-5106YE-09670600","Baja California",0,0,0,"09670600"
"38",1951,195106,NA,96.7,50,"YE",23,"C1",1,"31.608334","-118.541664","1951-06-06T15:11:00Z",0,"19-5106YE-09670500","Baja California",0,0,0,"09670500"
"39",1951,195106,NA,113.3,35,"HO",14,"C1",1,"29.2","-115.65","1951-06-06T16:00:00Z",0,"19-5106HO-11330350","Baja California",0,0,0,"11330350"
"40",1951,195106,NA,113.3,40,"HO",15,"C1",1,"29.0","-115.96167","1951-06-06T20:06:00Z",0,"19-5106HO-11330400","Baja California",0,0,0,"11330400"
"41",1951,195106,NA,96.7,40,"YE",24,"C1",1,"31.966667","-117.875","1951-06-06T20:16:00Z",0,"19-5106YE-09670400","Baja California",0,0,0,"09670400"
"42",1951,195106,NA,96.7,32,"YE",25,"C1",1,"32.15","-117.275","1951-06-07T01:27:00Z",0,"19-5106YE-09670320","Baja California",0,0,0,"09670320"
"43",1951,195106,NA,113.3,50,"HO",16,"C1",1,"28.683332","-116.7","1951-06-07T01:57:00Z",0,"19-5106HO-11330500","Baja California",0,0,0,"11330500"
"44",1951,195106,NA,143.3,30,"CR",24,"C1",1,"24.183332","-112.05","1951-06-07T05:16:00Z",0,"19-5106CR-14330300","Baja California",0,0,0,"14330300"
"45",1951,195106,NA,100,30,"YE",26,"C1",1,"31.675","-116.775","1951-06-07T06:42:00Z",0,"19-5106YE-10000300","Baja California",0,0,0,"10000300"
"46",1951,195106,NA,113.3,60,"HO",17,"C1",1,"28.355","-117.458336","1951-06-07T07:41:00Z",0,"19-5106HO-11330600","Baja California",0,0,0,"11330600"
"47",1951,195106,NA,143.3,35,"CR",25,"C1",1,"24.016666","-112.36667","1951-06-07T08:41:00Z",0,"19-5106CR-14330350","Baja California",0,0,0,"14330350"
"48",1951,195106,NA,100,40,"YE",27,"C1",1,"31.333334","-117.50833","1951-06-07T12:12:00Z",0,"19-5106YE-10000400","Baja California",0,0,0,"10000400"
"49",1951,195106,NA,143.3,40,"CR",26,"C1",1,"23.85","-112.683334","1951-06-07T12:16:00Z",0,"19-5106CR-14330400","Baja California",0,0,0,"14330400"
"50",1951,195106,NA,143.3,50,"CR",27,"C1",1,"23.5","-113.325","1951-06-07T17:11:00Z",0,"19-5106CR-14330500","Baja California",0,0,0,"14330500"
"51",1951,195106,NA,100,50,"YE",28,"C1",1,"31.038334","-118.125","1951-06-07T17:57:00Z",0,"19-5106YE-10000500","Baja California",0,0,0,"10000500"
"52",1951,195106,NA,143.3,60,"CR",28,"C1",1,"23.166666","-113.95","1951-06-07T22:16:00Z",0,"19-5106CR-14330600","Baja California",0,0,0,"14330600"
"53",1951,195106,NA,100,60,"YE",29,"C1",1,"30.7","-118.85","1951-06-07T23:26:00Z",0,"19-5106YE-10000600","Baja California",0,0,0,"10000600"
"54",1951,195106,NA,146.7,60,"CR",29,"C1",1,"22.6","-113.558334","1951-06-08T03:26:00Z",0,"19-5106CR-14670600","Baja California",0,0,0,"14670600"
"55",1951,195106,NA,116.7,60,"HO",20,"C1",1,"27.791666","-116.9","1951-06-08T03:51:00Z",0,"19-5106HO-11670600","Baja California",0,0,0,"11670600"
"56",1951,195106,NA,146.7,50,"CR",30,"C1",1,"22.933332","-112.941666","1951-06-08T09:06:00Z",0,"19-5106CR-14670500","Baja California",0,0,0,"14670500"
"57",1951,195106,NA,116.7,50,"HO",21,"C1",1,"28.213333","-116.28333","1951-06-08T10:26:00Z",0,"19-5106HO-11670500","Baja California",0,0,0,"11670500"
"58",1951,195106,NA,146.7,40,"CR",31,"C1",1,"23.266666","-112.316666","1951-06-08T14:31:00Z",0,"19-5106CR-14670400","Baja California",0,0,0,"14670400"
"59",1951,195106,NA,116.7,40,"HO",22,"C1",1,"28.465","-115.6","1951-06-08T16:16:00Z",0,"19-5106HO-11670400","Baja California",0,0,0,"11670400"
"60",1951,195106,NA,116.7,35,"HO",23,"C1",1,"28.633333","-115.26667","1951-06-08T20:06:00Z",0,"19-5106HO-11670350","Baja California",0,0,0,"11670350"
"61",1951,195106,NA,146.7,30,"CR",32,"C1",1,"23.65","-111.6","1951-06-08T20:26:00Z",0,"19-5106CR-14670300","Baja California",0,0,0,"14670300"
"62",1951,195106,NA,146.7,25,"CR",33,"C1",1,"23.775","-111.375","1951-06-08T23:01:00Z",0,"19-5106CR-14670250","Baja California",0,0,0,"14670250"
"63",1951,195106,NA,120,35,"HO",24,"C1",1,"28.05","-114.9","1951-06-09T04:38:00Z",0,"19-5106HO-12000350","Baja California",0,0,0,"12000350"
"64",1951,195106,NA,153.3,20,"CR",34,"C1",1,"22.791666","-110.36667","1951-06-09T07:46:00Z",0,"19-5106CR-15330200","Baja California",0,0,0,"15330200"
"65",1951,195106,NA,120,45,"HO",25,"C1",1,"27.716667","-115.55","1951-06-09T09:11:00Z",0,"19-5106HO-12000450","Baja California",0,0,0,"12000450"
"66",1951,195106,NA,120,50,"HO",26,"C1",1,"27.478333","-115.916664","1951-06-09T12:50:00Z",0,"19-5106HO-12000500","Baja California",0,0,0,"12000500"
"67",1951,195106,NA,153.3,30,"CR",35,"C1",1,"22.466667","-110.99167","1951-06-09T13:06:00Z",0,"19-5106CR-15330300","Baja California",0,0,0,"15330300"
"68",1951,195106,NA,103.3,60,"YE",34,"C1",1,"30.066668","-118.48333","1951-06-09T15:26:00Z",0,"19-5106YE-10330600","Baja California",0,0,0,"10330600"
"69",1951,195106,NA,153.3,40,"CR",36,"C1",1,"22.141666","-111.63333","1951-06-09T18:11:00Z",0,"19-5106CR-15330400","Baja California",0,0,0,"15330400"
"70",1951,195106,NA,120,60,"HO",27,"C1",1,"27.238333","-116.545","1951-06-09T19:27:00Z",0,"19-5106HO-12000600","Baja California",0,0,0,"12000600"
"71",1951,195106,NA,103.3,50,"YE",35,"C1",1,"30.416666","-117.76667","1951-06-09T22:47:00Z",0,"19-5106YE-10330500","Baja California",0,0,0,"10330500"
"72",1951,195106,NA,153.3,50,"CR",37,"C1",1,"21.783333","-112.225","1951-06-09T23:36:00Z",0,"19-5106CR-15330500","Baja California",0,0,0,"15330500"
"73",1951,195106,NA,103.3,40,"YE",36,"C1",1,"30.7","-117.25","1951-06-10T05:06:00Z",0,"19-5106YE-10330400","Baja California",0,0,0,"10330400"
"74",1951,195106,NA,156.7,50,"CR",38,"C1",1,"21.208334","-111.86667","1951-06-10T05:16:00Z",0,"19-5106CR-15670500","Baja California",0,0,0,"15670500"
"75",1951,195106,NA,103.3,35,"YE",37,"C1",1,"30.85","-116.95","1951-06-10T08:57:00Z",0,"19-5106YE-10330350","Baja California",0,0,0,"10330350"
"76",1951,195106,NA,156.7,40,"CR",39,"C1",1,"21.541666","-111.24167","1951-06-10T11:56:00Z",0,"19-5106CR-15670400","Baja California",0,0,0,"15670400"
"77",1951,195106,NA,156.7,30,"CR",40,"C1",1,"21.875","-110.625","1951-06-10T18:36:00Z",0,"19-5106CR-15670300","Baja California",0,0,0,"15670300"
"78",1951,195106,NA,156.7,20,"CR",41,"C1",1,"22.216667","-110.0","1951-06-10T23:56:00Z",0,"19-5106CR-15670200","Baja California",0,0,0,"15670200"
"79",1951,195106,NA,156.7,10,"CR",42,"C1",1,"22.55","-109.38333","1951-06-11T04:56:00Z",0,"19-5106CR-15670100","Baja California",0,0,0,"15670100"
"80",1951,195106,NA,110,60,"HO",38,"C1",1,"28.903334","-117.78667","1951-06-12T13:51:00Z",0,"19-5106HO-11000600","Baja California",0,0,0,"11000600"
"81",1951,195106,NA,110,50,"HO",39,"C1",1,"29.221666","-117.205","1951-06-12T18:57:00Z",0,"19-5106HO-11000500","Baja California",0,0,0,"11000500"
"82",1951,195106,NA,110,40,"HO",40,"C1",1,"29.531666","-116.62","1951-06-12T23:56:00Z",0,"19-5106HO-11000400","Baja California",0,0,0,"11000400"
"83",1951,195106,NA,110,35,"HO",41,"C1",1,"29.841667","-116.05666","1951-06-13T04:26:00Z",0,"19-5106HO-11000350","Baja California",0,0,0,"11000350"
"84",1951,195106,NA,106.7,35,"HO",42,"C1",1,"30.52","-116.416664","1951-06-13T10:11:00Z",0,"19-5106HO-10670350","Baja California",0,0,0,"10670350"
"85",1951,195106,NA,106.7,40,"HO",43,"C1",1,"30.381666","-116.775","1951-06-13T14:06:00Z",0,"19-5106HO-10670400","Baja California",0,0,0,"10670400"
"86",1951,195106,NA,106.7,50,"HO",44,"C1",1,"30.113333","-117.39833","1951-06-13T18:36:00Z",0,"19-5106HO-10670500","Baja California",0,0,0,"10670500"
"87",1951,195106,NA,106.7,60,"HO",45,"C1",1,"29.593334","-117.96333","1951-06-14T00:54:00Z",0,"19-5106HO-10670600","Baja California",0,0,0,"10670600"
"88",1951,195106,NA,76.7,55,"BD",26,"C1",1,"34.908333","-121.21667","1951-06-15T11:21:00Z",0,"19-5106BD-07670550","Southern California",0,0,0,"07670550"
"89",1951,195106,NA,80,55,"BD",27,"C1",1,"34.316666","-120.8","1951-06-15T18:01:00Z",0,"19-5106BD-08000550","Southern California",0,0,0,"08000550"
"90",1951,195106,NA,80,60,"BD",28,"C1",1,"34.15","-121.15","1951-06-15T21:41:00Z",0,"19-5106BD-08000600","Southern California",0,0,0,"08000600"
"91",1951,195106,NA,90,60,"BD",39,"C1",1,"32.416668","-119.958336","1951-06-19T10:36:00Z",0,"19-5106BD-09000600","Southern California",0,0,0,"09000600"
"92",1951,195106,NA,90,53,"BD",40,"C1",1,"32.641666","-119.48333","1951-06-19T16:50:00Z",0,"19-5106BD-09000530","Southern California",0,0,0,"09000530"
"93",1951,195106,NA,90,45,"BD",41,"C1",1,"32.908333","-118.933334","1951-06-19T21:36:00Z",0,"19-5106BD-09000450","Southern California",0,0,0,"09000450"
"94",1951,195106,NA,90,37,"BD",42,"C1",1,"33.183334","-118.39167","1951-06-20T02:44:00Z",0,"19-5106BD-09000370","Southern California",0,0,0,"09000370"
"95",1951,195106,NA,90,30,"BD",43,"C1",1,"33.408333","-117.916664","1951-06-20T09:06:00Z",0,"19-5106BD-09000300","Southern California",0,0,0,"09000300"
"96",1951,195107,NA,130,60,"CR",1,"C1",1,"25.466667","-115.39167","1951-06-29T12:53:00Z",0,"19-5107CR-13000600","Baja California",0,0,0,"13000600"
"97",1951,195107,NA,130,50,"CR",2,"C1",1,"25.808332","-114.76667","1951-06-29T22:11:00Z",0,"19-5107CR-13000500","Baja California",0,0,0,"13000500"
"98",1951,195107,NA,130,40,"CR",3,"C1",1,"26.15","-114.125","1951-06-30T03:26:00Z",0,"19-5107CR-13000400","Baja California",0,0,0,"13000400"
"99",1951,195107,NA,130,35,"CR",4,"C1",1,"26.316668","-113.808334","1951-06-30T06:57:00Z",0,"19-5107CR-13000350","Baja California",0,0,0,"13000350"
"100",1951,195107,NA,133.3,30,"CR",5,"C1",1,"25.908333","-113.125","1951-06-30T12:25:00Z",0,"19-5107CR-13330300","Baja California",0,0,0,"13330300"
"101",1951,195107,NA,133.3,40,"CR",6,"C1",1,"25.575","-113.75833","1951-06-30T17:14:00Z",0,"19-5107CR-13330400","Baja California",0,0,0,"13330400"
"102",1951,195107,NA,133.3,50,"CR",7,"C1",1,"25.241667","-114.4","1951-06-30T22:58:00Z",0,"19-5107CR-13330500","Baja California",0,0,0,"13330500"
"103",1951,195107,NA,136.7,50,"CR",8,"C1",1,"24.666666","-114.025","1951-07-01T04:25:00Z",0,"19-5107CR-13670500","Baja California",0,0,0,"13670500"
"104",1951,195107,NA,136.7,35,"CR",11,"C1",1,"25.166666","-113.075","1951-07-01T15:35:00Z",0,"19-5107CR-13670350","Baja California",0,0,0,"13670350"
"105",1951,195107,NA,136.7,40,"CR",9,"C1",1,"25.0","-113.39167","1951-07-01T19:26:00Z",0,"19-5107CR-13670400","Baja California",0,0,0,"13670400"
"106",1951,195107,NA,126.7,40,"CR",12,"C1",1,"26.708334","-114.50833","1951-07-02T05:55:00Z",0,"19-5107CR-12670400","Baja California",0,0,0,"12670400"
"107",1951,195107,NA,126.7,60,"CR",13,"C1",1,"26.033333","-115.78333","1951-07-02T16:54:00Z",0,"19-5107CR-12670600","Baja California",0,0,0,"12670600"
"108",1951,195107,NA,126.7,50,"CR",10,"C1",1,"26.366667","-115.14167","1951-07-02T19:34:00Z",0,"19-5107CR-12670500","Baja California",0,0,0,"12670500"
"109",1951,195107,NA,123.3,60,"CR",14,"C1",1,"26.641666","-116.15","1951-07-02T22:50:00Z",0,"19-5107CR-12330600","Baja California",0,0,0,"12330600"
"110",1951,195107,NA,123.3,50,"CR",15,"C1",1,"26.966667","-115.50833","1951-07-03T04:15:00Z",0,"19-5107CR-12330500","Baja California",0,0,0,"12330500"
"111",1951,195107,NA,123.3,40,"CR",16,"C1",1,"27.3","-114.85833","1951-07-03T09:24:00Z",0,"19-5107CR-12330400","Baja California",0,0,0,"12330400"
"112",1951,195107,NA,120,35,"CR",17,"C1",1,"28.05","-114.9","1951-07-03T15:11:00Z",0,"19-5107CR-12000350","Baja California",0,0,0,"12000350"
"113",1951,195107,NA,120,45,"CR",18,"C1",1,"27.716667","-115.55","1951-07-03T20:09:00Z",0,"19-5107CR-12000450","Baja California",0,0,0,"12000450"
"114",1951,195107,NA,120,50,"CR",19,"C1",1,"27.55","-115.875","1951-07-04T00:02:00Z",0,"19-5107CR-12000500","Baja California",0,0,0,"12000500"
"115",1951,195107,NA,76.7,55,"BD",3,"C1",1,"34.908333","-121.21667","1951-07-04T03:05:00Z",0,"19-5107BD-07670550","Southern California",0,0,0,"07670550"
"116",1951,195107,NA,120,60,"CR",20,"C1",1,"27.216667","-116.525","1951-07-04T05:25:00Z",0,"19-5107CR-12000600","Baja California",0,0,0,"12000600"
"117",1951,195107,NA,90,60,"PT",11,"C1",1,"32.366665","-119.916664","1951-07-05T17:56:00Z",0,"19-5107PT-09000600","Southern California",0,0,0,"09000600"
"118",1951,195107,NA,90,53,"PT",12,"C1",1,"32.6","-119.51667","1951-07-05T23:06:00Z",0,"19-5107PT-09000530","Southern California",0,0,0,"09000530"
"119",1951,195107,NA,90,37,"PT",14,"C1",1,"33.166668","-118.38333","1951-07-06T10:46:00Z",0,"19-5107PT-09000370","Southern California",0,0,0,"09000370"
"120",1951,195107,NA,90,30,"PT",15,"C1",1,"33.4","-117.933334","1951-07-06T16:06:00Z",0,"19-5107PT-09000300","Southern California",0,0,0,"09000300"
"121",1951,195107,NA,85,40,"PT",16,"C1",1,"33.95","-119.183334","1951-07-08T03:50:00Z",0,"19-5107PT-08500400","Southern California",0,0,0,"08500400"
"122",1951,195107,NA,93.3,50,"PT",19,"C1",1,"32.083332","-119.05","1951-07-10T14:56:00Z",0,"19-5107PT-09330500","Southern California",0,0,0,"09330500"
"123",1951,195107,NA,93.3,40,"PT",20,"C1",1,"32.4","-118.416664","1951-07-10T20:26:00Z",0,"19-5107PT-09330400","Southern California",0,0,0,"09330400"
"124",1951,195107,NA,93.3,30,"PT",21,"C1",1,"32.833332","-117.525","1951-07-11T07:21:00Z",0,"19-5107PT-09330300","Southern California",0,0,0,"09330300"
"125",1951,195107,NA,96.7,32,"PT",22,"C1",1,"32.191666","-117.28333","1951-07-12T00:19:00Z",0,"19-5107PT-09670320","Baja California",0,0,0,"09670320"
"126",1951,195107,NA,96.7,40,"PT",23,"C1",1,"31.933332","-117.816666","1951-07-12T05:45:00Z",0,"19-5107PT-09670400","Baja California",0,0,0,"09670400"
"127",1951,195107,NA,96.7,50,"PT",24,"C1",1,"31.65","-118.416664","1951-07-12T12:46:00Z",0,"19-5107PT-09670500","Baja California",0,0,0,"09670500"
"128",1951,195107,NA,96.7,60,"PT",25,"C1",1,"31.316668","-119.083336","1951-07-12T20:10:00Z",0,"19-5107PT-09670600","Baja California",0,0,0,"09670600"
"129",1951,195107,NA,100,60,"PT",33,"C1",1,"30.716667","-118.816666","1951-07-15T13:56:00Z",0,"19-5107PT-10000600","Baja California",0,0,0,"10000600"
"130",1951,195107,NA,100,50,"PT",34,"C1",1,"31.016666","-118.1","1951-07-15T21:07:00Z",0,"19-5107PT-10000500","Baja California",0,0,0,"10000500"
"131",1951,195107,NA,100,40,"PT",35,"C1",1,"31.35","-117.45","1951-07-16T05:16:00Z",0,"19-5107PT-10000400","Baja California",0,0,0,"10000400"
"132",1951,195108,NA,80,51,"CR",1,"C1",1,"34.45","-120.566666","1951-07-31T23:42:00Z",0,"19-5108CR-08000510","Southern California",0,0,0,"08000510"
"133",1951,195108,NA,80,55,"CR",2,"C1",1,"34.325","-120.8","1951-08-01T05:20:00Z",0,"19-5108CR-08000550","Southern California",0,0,0,"08000550"
"134",1951,195108,NA,80,60,"CR",3,"C1",1,"34.15","-121.14167","1951-08-01T09:26:00Z",0,"19-5108CR-08000600","Southern California",0,0,0,"08000600"
"135",1951,195108,NA,123.3,37,"PT",1,"C1",1,"27.383333","-114.708336","1951-08-02T11:35:00Z",0,"19-5108PT-12330370","Baja California",0,0,0,"12330370"
"136",1951,195108,NA,123.3,40,"PT",2,"C1",1,"27.266666","-114.925","1951-08-02T14:21:00Z",0,"19-5108PT-12330400","Baja California",0,0,0,"12330400"
"137",1951,195108,NA,85,60,"CR",8,"C1",1,"33.208332","-120.64167","1951-08-02T15:50:00Z",0,"19-5108CR-08500600","Southern California",0,0,0,"08500600"
"138",1951,195108,NA,123.3,50,"PT",3,"C1",1,"27.066668","-115.5","1951-08-02T19:56:00Z",0,"19-5108PT-12330500","Baja California",0,0,0,"12330500"
"139",1951,195108,NA,85,50,"CR",9,"C1",1,"33.613335","-119.85833","1951-08-02T22:06:00Z",0,"19-5108CR-08500500","Southern California",0,0,0,"08500500"
"140",1951,195108,NA,123.3,60,"PT",4,"C1",1,"26.65","-116.15","1951-08-03T02:36:00Z",0,"19-5108PT-12330600","Baja California",0,0,0,"12330600"
"141",1951,195108,NA,85,40,"CR",10,"C1",1,"33.941666","-119.15833","1951-08-03T03:11:00Z",0,"19-5108CR-08500400","Southern California",0,0,0,"08500400"
"142",1951,195108,NA,85,38,"CR",11,"C1",1,"34.025","-119.041664","1951-08-03T04:58:00Z",0,"19-5108CR-08500380","Southern California",0,0,0,"08500380"
"143",1951,195108,NA,86.7,35,"CR",12,"C1",1,"33.833332","-118.61667","1951-08-03T08:11:00Z",0,"19-5108CR-08670350","Southern California",0,0,0,"08670350"
"144",1951,195108,NA,126.7,60,"PT",5,"C1",1,"26.066668","-115.78333","1951-08-03T09:01:00Z",0,"19-5108PT-12670600","Baja California",0,0,0,"12670600"
"145",1951,195108,NA,90,28,"CR",13,"C1",1,"33.466667","-117.775","1951-08-03T14:46:00Z",0,"19-5108CR-09000280","Southern California",0,0,0,"09000280"
"146",1951,195108,NA,126.7,50,"PT",6,"C1",1,"26.391666","-115.13333","1951-08-03T15:15:00Z",0,"19-5108PT-12670500","Baja California",0,0,0,"12670500"
"147",1951,195108,NA,90,30,"CR",14,"C1",1,"33.325","-117.916664","1951-08-03T16:40:00Z",0,"19-5108CR-09000300","Southern California",0,0,0,"09000300"
"148",1951,195108,NA,126.7,40,"PT",7,"C1",1,"26.733334","-114.49167","1951-08-03T21:55:00Z",0,"19-5108PT-12670400","Baja California",0,0,0,"12670400"
"149",1951,195108,NA,76.7,50,"BD",9,"C1",1,"35.073334","-120.86667","1951-08-04T01:23:00Z",0,"19-5108BD-07670500","Southern California",0,0,0,"07670500"
"150",1951,195108,NA,126.7,34,"PT",8,"C1",1,"26.925","-114.105","1951-08-04T02:28:00Z",0,"19-5108PT-12670340","Baja California",0,0,0,"12670340"
"151",1951,195108,NA,76.7,55,"BD",10,"C1",1,"34.908333","-121.21667","1951-08-04T04:51:00Z",0,"19-5108BD-07670550","Southern California",0,0,0,"07670550"
"152",1951,195108,NA,90,37,"CR",15,"C1",1,"33.183334","-118.425","1951-08-04T19:25:00Z",0,"19-5108CR-09000370","Southern California",0,0,0,"09000370"
"153",1951,195108,NA,130,30,"PT",9,"C1",1,"26.491667","-113.486664","1951-08-04T20:24:00Z",0,"19-5108PT-13000300","Baja California",0,0,0,"13000300"
"154",1951,195108,NA,130,35,"PT",10,"C1",1,"26.366667","-113.833336","1951-08-05T00:01:00Z",0,"19-5108PT-13000350","Baja California",0,0,0,"13000350"
"155",1951,195108,NA,90,45,"CR",16,"C1",1,"32.9","-118.93","1951-08-05T00:24:00Z",0,"19-5108CR-09000450","Southern California",0,0,0,"09000450"
"156",1951,195108,NA,90,53,"CR",17,"C1",1,"32.633335","-119.46667","1951-08-05T04:44:00Z",0,"19-5108CR-09000530","Southern California",0,0,0,"09000530"
"157",1951,195108,NA,90,60,"CR",18,"C1",1,"32.425","-119.916664","1951-08-05T08:57:00Z",0,"19-5108CR-09000600","Southern California",0,0,0,"09000600"
"158",1951,195108,NA,130,50,"PT",11,"C1",1,"25.816668","-114.75833","1951-08-05T11:20:00Z",0,"19-5108PT-13000500","Baja California",0,0,0,"13000500"
"159",1951,195108,NA,130,60,"PT",12,"C1",1,"25.466667","-115.433334","1951-08-05T17:26:00Z",0,"19-5108PT-13000600","Baja California",0,0,0,"13000600"
"160",1951,195108,NA,133.3,50,"PT",13,"C1",1,"25.241667","-114.4","1951-08-06T01:16:00Z",0,"19-5108PT-13330500","Baja California",0,0,0,"13330500"
"161",1951,195108,NA,133.3,40,"PT",14,"C1",1,"25.583334","-113.933334","1951-08-06T07:41:00Z",0,"19-5108PT-13330400","Baja California",0,0,0,"13330400"
