rowid,starttime,lon,lat,t_degc,datetime,longitude,latitude,depthm,diff_kms,diff_hrs,nrow
1,1951-05-30T22:46:00Z,-117.525,32.833332,16.06,1951-05-30T22:12:00Z,-117.525,32.833333,10,1.109015e-4,-0.5666666666666667,4
1,1951-05-30T22:46:00Z,-117.525,32.833332,15.28,1951-05-30T22:12:00Z,-117.525,32.833333,20,1.109015e-4,-0.5666666666666667,4
1,1951-05-30T22:46:00Z,-117.525,32.833332,14.5,1951-05-30T22:12:00Z,-117.525,32.833333,30,1.109015e-4,-0.5666666666666667,4
1,1951-05-30T22:46:00Z,-117.525,32.833332,12.95,1951-05-30T22:12:00Z,-117.525,32.833333,50,1.109015e-4,-0.5666666666666667,4
2,1951-05-31T04:55:00Z,-114.85833,27.3,16.6,1951-05-31T04:18:00Z,-114.858333,27.3,7,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,16.52,1951-05-31T04:18:00Z,-114.858333,27.3,10,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,16.3,1951-05-31T04:18:00Z,-114.858333,27.3,18,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,16.14,1951-05-31T04:18:00Z,-114.858333,27.3,20,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,15.21,1951-05-31T04:18:00Z,-114.858333,27.3,30,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,14.79,1951-05-31T04:18:00Z,-114.858333,27.3,34,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,13.57,1951-05-31T04:18:00Z,-114.858333,27.3,50,2.9697043e-4,-0.6166666666666667,8
2,1951-05-31T04:55:00Z,-114.85833,27.3,13.49,1951-05-31T04:18:00Z,-114.858333,27.3,51,2.9697043e-4,-0.6166666666666667,8
4,1951-05-31T09:31:00Z,-115.473335,26.911667,16.98,1951-05-31T10:54:00Z,-115.475,26.908333,9,0.40474802995,1.3833333333333333,5
4,1951-05-31T09:31:00Z,-115.473335,26.911667,16.95,1951-05-31T10:54:00Z,-115.475,26.908333,10,0.40474802995,1.3833333333333333,5
4,1951-05-31T09:31:00Z,-115.473335,26.911667,16.68,1951-05-31T10:54:00Z,-115.475,26.908333,20,0.40474802995,1.3833333333333333,5
4,1951-05-31T09:31:00Z,-115.473335,26.911667,16.41,1951-05-31T10:54:00Z,-115.475,26.908333,30,0.40474802995,1.3833333333333333,5
4,1951-05-31T09:31:00Z,-115.473335,26.911667,15.86,1951-05-31T10:54:00Z,-115.475,26.908333,50,0.40474802995,1.3833333333333333,5
6,1951-05-31T15:19:00Z,-113.2,25.941668,15.72,1951-05-31T14:48:00Z,-113.2,25.941666,0,2.215742e-4,-0.5166666666666667,5
6,1951-05-31T15:19:00Z,-113.2,25.941668,15.61,1951-05-31T14:48:00Z,-113.2,25.941666,10,2.215742e-4,-0.5166666666666667,5
6,1951-05-31T15:19:00Z,-113.2,25.941668,15.12,1951-05-31T14:48:00Z,-113.2,25.941666,20,2.215742e-4,-0.5166666666666667,5
6,1951-05-31T15:19:00Z,-113.2,25.941668,14.62,1951-05-31T14:48:00Z,-113.2,25.941666,30,2.215742e-4,-0.5166666666666667,5
6,1951-05-31T15:19:00Z,-113.2,25.941668,13.62,1951-05-31T14:48:00Z,-113.2,25.941666,50,2.215742e-4,-0.5166666666666667,5
7,1951-05-31T15:36:00Z,-116.15,26.636667,17.68,1951-05-31T16:30:00Z,-116.15,26.633333,10,0.36939988186,0.9,4
7,1951-05-31T15:36:00Z,-116.15,26.636667,17.07,1951-05-31T16:30:00Z,-116.15,26.633333,20,0.36939988186,0.9,4
7,1951-05-31T15:36:00Z,-116.15,26.636667,16.46,1951-05-31T16:30:00Z,-116.15,26.633333,30,0.36939988186,0.9,4
7,1951-05-31T15:36:00Z,-116.15,26.636667,15.24,1951-05-31T16:30:00Z,-116.15,26.633333,50,0.36939988186,0.9,4
8,1951-05-31T20:56:00Z,-120.40833,33.733334,14.18,1951-05-31T22:18:00Z,-120.408333,33.733333,8,2.9932656e-4,1.3666666666666667,5
8,1951-05-31T20:56:00Z,-120.40833,33.733334,14.06,1951-05-31T22:18:00Z,-120.408333,33.733333,10,2.9932656e-4,1.3666666666666667,5
8,1951-05-31T20:56:00Z,-120.40833,33.733334,13.46,1951-05-31T22:18:00Z,-120.408333,33.733333,20,2.9932656e-4,1.3666666666666667,5
8,1951-05-31T20:56:00Z,-120.40833,33.733334,12.86,1951-05-31T22:18:00Z,-120.408333,33.733333,30,2.9932656e-4,1.3666666666666667,5
8,1951-05-31T20:56:00Z,-120.40833,33.733334,11.67,1951-05-31T22:18:00Z,-120.408333,33.733333,50,2.9932656e-4,1.3666666666666667,5
9,1951-05-31T21:16:00Z,-113.76667,25.566668,17.48,1951-05-31T20:30:00Z,-113.766666,25.566666,0,4.5895175e-4,-0.7666666666666667,6
9,1951-05-31T21:16:00Z,-113.76667,25.566668,17.3,1951-05-31T20:30:00Z,-113.766666,25.566666,10,4.5895175e-4,-0.7666666666666667,6
9,1951-05-31T21:16:00Z,-113.76667,25.566668,17.28,1951-05-31T20:30:00Z,-113.766666,25.566666,11,4.5895175e-4,-0.7666666666666667,6
9,1951-05-31T21:16:00Z,-113.76667,25.566668,16.78,1951-05-31T20:30:00Z,-113.766666,25.566666,20,4.5895175e-4,-0.7666666666666667,6
9,1951-05-31T21:16:00Z,-113.76667,25.566668,16.21,1951-05-31T20:30:00Z,-113.766666,25.566666,30,4.5895175e-4,-0.7666666666666667,6
9,1951-05-31T21:16:00Z,-113.76667,25.566668,15.03,1951-05-31T20:30:00Z,-113.766666,25.566666,50,4.5895175e-4,-0.7666666666666667,6
10,1951-05-31T21:56:00Z,-115.791664,26.053333,19.42,1951-05-31T23:00:00Z,-115.791666,26.05,10,0.36925907347,1.0666666666666667,1
11,1951-06-01T02:44:00Z,-114.4,25.241667,16.57,1951-06-01T02:06:00Z,-114.4,25.241666,0,1.107765e-4,-0.6333333333333333,6
11,1951-06-01T02:44:00Z,-114.4,25.241667,16.54,1951-06-01T02:06:00Z,-114.4,25.241666,9,1.107765e-4,-0.6333333333333333,6
11,1951-06-01T02:44:00Z,-114.4,25.241667,16.5,1951-06-01T02:06:00Z,-114.4,25.241666,10,1.107765e-4,-0.6333333333333333,6
11,1951-06-01T02:44:00Z,-114.4,25.241667,16.09,1951-06-01T02:06:00Z,-114.4,25.241666,20,1.107765e-4,-0.6333333333333333,6
11,1951-06-01T02:44:00Z,-114.4,25.241667,15.63,1951-06-01T02:06:00Z,-114.4,25.241666,30,1.107765e-4,-0.6333333333333333,6
11,1951-06-01T02:44:00Z,-114.4,25.241667,14.61,1951-06-01T02:06:00Z,-114.4,25.241666,50,1.107765e-4,-0.6333333333333333,6
12,1951-06-01T04:11:00Z,-115.121666,26.393333,17.35,1951-06-01T05:30:00Z,-115.125,26.391666,10,0.38050583626,1.3166666666666667,4
12,1951-06-01T04:11:00Z,-115.121666,26.393333,16.94,1951-06-01T05:30:00Z,-115.125,26.391666,20,0.38050583626,1.3166666666666667,4
12,1951-06-01T04:11:00Z,-115.121666,26.393333,16.53,1951-06-01T05:30:00Z,-115.125,26.391666,30,0.38050583626,1.3166666666666667,4
12,1951-06-01T04:11:00Z,-115.121666,26.393333,15.71,1951-06-01T05:30:00Z,-115.125,26.391666,50,0.38050583626,1.3166666666666667,4
13,1951-06-01T08:21:00Z,-115.025,24.908333,18.71,1951-06-01T07:42:00Z,-115.025,24.908333,0,0,-0.65,5
13,1951-06-01T08:21:00Z,-115.025,24.908333,18.72,1951-06-01T07:42:00Z,-115.025,24.908333,10,0,-0.65,5
13,1951-06-01T08:21:00Z,-115.025,24.908333,18.48,1951-06-01T07:42:00Z,-115.025,24.908333,20,0,-0.65,5
13,1951-06-01T08:21:00Z,-115.025,24.908333,18.23,1951-06-01T07:42:00Z,-115.025,24.908333,30,0,-0.65,5
13,1951-06-01T08:21:00Z,-115.025,24.908333,17.75,1951-06-01T07:42:00Z,-115.025,24.908333,50,0,-0.65,5
14,1951-06-01T10:36:00Z,-114.51667,26.661667,16.45,1951-06-01T11:48:00Z,-114.616666,26.658333,10,9.96161819368,1.2,4
14,1951-06-01T10:36:00Z,-114.51667,26.661667,15.83,1951-06-01T11:48:00Z,-114.616666,26.658333,20,9.96161819368,1.2,4
14,1951-06-01T10:36:00Z,-114.51667,26.661667,15.21,1951-06-01T11:48:00Z,-114.616666,26.658333,30,9.96161819368,1.2,4
14,1951-06-01T10:36:00Z,-114.51667,26.661667,13.98,1951-06-01T11:48:00Z,-114.616666,26.658333,50,9.96161819368,1.2,4
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.92,1951-06-01T13:06:00Z,-114.675,24.316666,0,2.2152563e-4,-0.8333333333333334,6
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.92,1951-06-01T13:06:00Z,-114.675,24.316666,9,2.2152563e-4,-0.8333333333333334,6
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.91,1951-06-01T13:06:00Z,-114.675,24.316666,10,2.2152563e-4,-0.8333333333333334,6
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.79,1951-06-01T13:06:00Z,-114.675,24.316666,20,2.2152563e-4,-0.8333333333333334,6
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.61,1951-06-01T13:06:00Z,-114.675,24.316666,30,2.2152563e-4,-0.8333333333333334,6
15,1951-06-01T13:56:00Z,-114.675,24.316668,18.08,1951-06-01T13:06:00Z,-114.675,24.316666,50,2.2152563e-4,-0.8333333333333334,6
16,1951-06-01T16:36:00Z,-113.905,26.37,16.09,1951-06-01T17:36:00Z,-113.908333,26.366666,10,0.4970902057,1,4
16,1951-06-01T16:36:00Z,-113.905,26.37,15.42,1951-06-01T17:36:00Z,-113.908333,26.366666,20,0.4970902057,1,4
16,1951-06-01T16:36:00Z,-113.905,26.37,14.74,1951-06-01T17:36:00Z,-113.908333,26.366666,30,0.4970902057,1,4
16,1951-06-01T16:36:00Z,-113.905,26.37,13.4,1951-06-01T17:36:00Z,-113.908333,26.366666,50,0.4970902057,1,4
17,1951-06-01T19:12:00Z,-114.041664,24.65,18.28,1951-06-01T18:30:00Z,-114.041666,24.65,0,2.0246837e-4,-0.7,6
17,1951-06-01T19:12:00Z,-114.041664,24.65,18.26,1951-06-01T18:30:00Z,-114.041666,24.65,8,2.0246837e-4,-0.7,6
17,1951-06-01T19:12:00Z,-114.041664,24.65,18.25,1951-06-01T18:30:00Z,-114.041666,24.65,10,2.0246837e-4,-0.7,6
17,1951-06-01T19:12:00Z,-114.041664,24.65,18.14,1951-06-01T18:30:00Z,-114.041666,24.65,20,2.0246837e-4,-0.7,6
17,1951-06-01T19:12:00Z,-114.041664,24.65,17.98,1951-06-01T18:30:00Z,-114.041666,24.65,30,2.0246837e-4,-0.7,6
17,1951-06-01T19:12:00Z,-114.041664,24.65,17.48,1951-06-01T18:30:00Z,-114.041666,24.65,50,2.0246837e-4,-0.7,6
18,1951-06-01T20:16:00Z,-114.121666,26.146667,16.96,1951-06-01T21:30:00Z,-114.125,26.15,10,0.49748655066999997,1.2333333333333334,3
18,1951-06-01T20:16:00Z,-114.121666,26.146667,16.32,1951-06-01T21:30:00Z,-114.125,26.15,20,0.49748655066999997,1.2333333333333334,3
18,1951-06-01T20:16:00Z,-114.121666,26.146667,15.67,1951-06-01T21:30:00Z,-114.125,26.15,30,0.49748655066999997,1.2333333333333334,3
19,1951-06-02T00:55:00Z,-113.39167,24.98,17.83,1951-06-02T00:18:00Z,-113.391666,24.983333,0,0.3692053407,-0.6166666666666667,5
19,1951-06-02T00:55:00Z,-113.39167,24.98,17.82,1951-06-02T00:18:00Z,-113.391666,24.983333,10,0.3692053407,-0.6166666666666667,5
19,1951-06-02T00:55:00Z,-113.39167,24.98,17.39,1951-06-02T00:18:00Z,-113.391666,24.983333,20,0.3692053407,-0.6166666666666667,5
19,1951-06-02T00:55:00Z,-113.39167,24.98,16.92,1951-06-02T00:18:00Z,-113.391666,24.983333,30,0.3692053407,-0.6166666666666667,5
19,1951-06-02T00:55:00Z,-113.39167,24.98,15.9,1951-06-02T00:18:00Z,-113.391666,24.983333,50,0.3692053407,-0.6166666666666667,5
21,1951-06-02T03:26:00Z,-113.083336,25.133333,16.6,1951-06-02T04:24:00Z,-113.083333,25.133333,0,3.0252263000000003e-4,0.9666666666666667,6
21,1951-06-02T03:26:00Z,-113.083336,25.133333,16.61,1951-06-02T04:24:00Z,-113.083333,25.133333,9,3.0252263000000003e-4,0.9666666666666667,6
21,1951-06-02T03:26:00Z,-113.083336,25.133333,16.55,1951-06-02T04:24:00Z,-113.083333,25.133333,10,3.0252263000000003e-4,0.9666666666666667,6
21,1951-06-02T03:26:00Z,-113.083336,25.133333,15.98,1951-06-02T04:24:00Z,-113.083333,25.133333,20,3.0252263000000003e-4,0.9666666666666667,6
21,1951-06-02T03:26:00Z,-113.083336,25.133333,15.39,1951-06-02T04:24:00Z,-113.083333,25.133333,30,3.0252263000000003e-4,0.9666666666666667,6
21,1951-06-02T03:26:00Z,-113.083336,25.133333,14.18,1951-06-02T04:24:00Z,-113.083333,25.133333,50,3.0252263000000003e-4,0.9666666666666667,6
22,1951-06-02T10:41:00Z,-112.708336,24.583334,16.12,1951-06-02T10:06:00Z,-112.708333,24.583333,0,3.2342288000000003e-4,-0.5833333333333334,4
22,1951-06-02T10:41:00Z,-112.708336,24.583334,15.31,1951-06-02T10:06:00Z,-112.708333,24.583333,10,3.2342288000000003e-4,-0.5833333333333334,4
22,1951-06-02T10:41:00Z,-112.708336,24.583334,14.68,1951-06-02T10:06:00Z,-112.708333,24.583333,20,3.2342288000000003e-4,-0.5833333333333334,4
22,1951-06-02T10:41:00Z,-112.708336,24.583334,14.12,1951-06-02T10:06:00Z,-112.708333,24.583333,30,3.2342288000000003e-4,-0.5833333333333334,4
25,1951-06-02T15:11:00Z,-113.025,24.416666,16.07,1951-06-02T14:30:00Z,-113.025,24.416666,0,0,-0.6833333333333333,5
25,1951-06-02T15:11:00Z,-113.025,24.416666,16.05,1951-06-02T14:30:00Z,-113.025,24.416666,10,0,-0.6833333333333333,5
25,1951-06-02T15:11:00Z,-113.025,24.416666,15.81,1951-06-02T14:30:00Z,-113.025,24.416666,20,0,-0.6833333333333333,5
25,1951-06-02T15:11:00Z,-113.025,24.416666,15.55,1951-06-02T14:30:00Z,-113.025,24.416666,30,0,-0.6833333333333333,5
25,1951-06-02T15:11:00Z,-113.025,24.416666,15.01,1951-06-02T14:30:00Z,-113.025,24.416666,50,0,-0.6833333333333333,5
27,1951-06-02T20:45:00Z,-113.65833,24.1,18.21,1951-06-02T20:00:00Z,-113.658333,24.1,0,3.0501898e-4,-0.75,5
27,1951-06-02T20:45:00Z,-113.65833,24.1,17.96,1951-06-02T20:00:00Z,-113.658333,24.1,9,3.0501898e-4,-0.75,5
27,1951-06-02T20:45:00Z,-113.65833,24.1,17.93,1951-06-02T20:00:00Z,-113.658333,24.1,10,3.0501898e-4,-0.75,5
27,1951-06-02T20:45:00Z,-113.65833,24.1,17.58,1951-06-02T20:00:00Z,-113.658333,24.1,20,3.0501898e-4,-0.75,5
27,1951-06-02T20:45:00Z,-113.65833,24.1,17.21,1951-06-02T20:00:00Z,-113.658333,24.1,30,3.0501898e-4,-0.75,5
28,1951-06-03T02:16:00Z,-114.291664,23.758333,19.08,1951-06-03T01:18:00Z,-114.291666,23.758333,0,2.0388176999999998e-4,-0.9666666666666667,5
28,1951-06-03T02:16:00Z,-114.291664,23.758333,18.89,1951-06-03T01:18:00Z,-114.291666,23.758333,10,2.0388176999999998e-4,-0.9666666666666667,5
28,1951-06-03T02:16:00Z,-114.291664,23.758333,18.75,1951-06-03T01:18:00Z,-114.291666,23.758333,20,2.0388176999999998e-4,-0.9666666666666667,5
28,1951-06-03T02:16:00Z,-114.291664,23.758333,18.55,1951-06-03T01:18:00Z,-114.291666,23.758333,30,2.0388176999999998e-4,-0.9666666666666667,5
28,1951-06-03T02:16:00Z,-114.291664,23.758333,18.06,1951-06-03T01:18:00Z,-114.291666,23.758333,50,2.0388176999999998e-4,-0.9666666666666667,5
29,1951-06-04T04:42:00Z,-118.208336,32.5,15.46,1951-06-04T03:48:00Z,-118.208333,32.5,9,2.8193027999999997e-4,-0.9,1
30,1951-06-04T08:36:00Z,-118.85,32.15,15.5,1951-06-04T09:54:00Z,-118.85,32.15,10,0,1.3,4
30,1951-06-04T08:36:00Z,-118.85,32.15,14.77,1951-06-04T09:54:00Z,-118.85,32.15,20,0,1.3,4
30,1951-06-04T08:36:00Z,-118.85,32.15,14.04,1951-06-04T09:54:00Z,-118.85,32.15,30,0,1.3,4
30,1951-06-04T08:36:00Z,-118.85,32.15,12.57,1951-06-04T09:54:00Z,-118.85,32.15,50,0,1.3,4
31,1951-06-04T15:06:00Z,-119.51667,31.808332,14.06,1951-06-04T16:06:00Z,-119.516666,31.808333,10,3.9465402999999997e-4,1,4
31,1951-06-04T15:06:00Z,-119.51667,31.808332,13.56,1951-06-04T16:06:00Z,-119.516666,31.808333,20,3.9465402999999997e-4,1,4
31,1951-06-04T15:06:00Z,-119.51667,31.808332,13.06,1951-06-04T16:06:00Z,-119.516666,31.808333,30,3.9465402999999997e-4,1,4
31,1951-06-04T15:06:00Z,-119.51667,31.808332,12.07,1951-06-04T16:06:00Z,-119.516666,31.808333,50,3.9465402999999997e-4,1,4
32,1951-06-05T05:55:00Z,-113.183334,22.016666,20.27,1951-06-05T05:12:00Z,-113.183333,22.016666,0,1.0325008e-4,-0.7166666666666667,5
32,1951-06-05T05:55:00Z,-113.183334,22.016666,20.18,1951-06-05T05:12:00Z,-113.183333,22.016666,10,1.0325008e-4,-0.7166666666666667,5
32,1951-06-05T05:55:00Z,-113.183334,22.016666,19.56,1951-06-05T05:12:00Z,-113.183333,22.016666,20,1.0325008e-4,-0.7166666666666667,5
32,1951-06-05T05:55:00Z,-113.183334,22.016666,18.9,1951-06-05T05:12:00Z,-113.183333,22.016666,30,1.0325008e-4,-0.7166666666666667,5
32,1951-06-05T05:55:00Z,-113.183334,22.016666,17.5,1951-06-05T05:12:00Z,-113.183333,22.016666,50,1.0325008e-4,-0.7166666666666667,5
33,1951-06-05T13:46:00Z,-112.566666,22.35,19.73,1951-06-05T13:00:00Z,-112.566666,22.35,0,0,-0.7666666666666667,5
33,1951-06-05T13:46:00Z,-112.566666,22.35,19.74,1951-06-05T13:00:00Z,-112.566666,22.35,10,0,-0.7666666666666667,5
33,1951-06-05T13:46:00Z,-112.566666,22.35,19.29,1951-06-05T13:00:00Z,-112.566666,22.35,20,0,-0.7666666666666667,5
33,1951-06-05T13:46:00Z,-112.566666,22.35,18.8,1951-06-05T13:00:00Z,-112.566666,22.35,30,0,-0.7666666666666667,5
33,1951-06-05T13:46:00Z,-112.566666,22.35,17.69,1951-06-05T13:00:00Z,-112.566666,22.35,50,0,-0.7666666666666667,5
34,1951-06-05T19:10:00Z,-111.958336,22.7,20.02,1951-06-05T18:30:00Z,-111.958333,22.7,0,3.082431e-4,-0.6666666666666666,5
34,1951-06-05T19:10:00Z,-111.958336,22.7,19.84,1951-06-05T18:30:00Z,-111.958333,22.7,9,3.082431e-4,-0.6666666666666666,5
34,1951-06-05T19:10:00Z,-111.958336,22.7,19.78,1951-06-05T18:30:00Z,-111.958333,22.7,10,3.082431e-4,-0.6666666666666666,5
34,1951-06-05T19:10:00Z,-111.958336,22.7,19.14,1951-06-05T18:30:00Z,-111.958333,22.7,20,3.082431e-4,-0.6666666666666666,5
34,1951-06-05T19:10:00Z,-111.958336,22.7,18.48,1951-06-05T18:30:00Z,-111.958333,22.7,30,3.082431e-4,-0.6666666666666666,5
35,1951-06-06T00:36:00Z,-111.333336,23.033333,18.57,1951-06-06T00:00:00Z,-111.333333,23.033333,0,3.0749204000000003e-4,-0.6,6
35,1951-06-06T00:36:00Z,-111.333336,23.033333,18.45,1951-06-06T00:00:00Z,-111.333333,23.033333,9,3.0749204000000003e-4,-0.6,6
35,1951-06-06T00:36:00Z,-111.333336,23.033333,18.4,1951-06-06T00:00:00Z,-111.333333,23.033333,10,3.0749204000000003e-4,-0.6,6
35,1951-06-06T00:36:00Z,-111.333336,23.033333,17.93,1951-06-06T00:00:00Z,-111.333333,23.033333,20,3.0749204000000003e-4,-0.6,6
35,1951-06-06T00:36:00Z,-111.333336,23.033333,17.43,1951-06-06T00:00:00Z,-111.333333,23.033333,30,3.0749204000000003e-4,-0.6,6
35,1951-06-06T00:36:00Z,-111.333336,23.033333,16.4,1951-06-06T00:00:00Z,-111.333333,23.033333,50,3.0749204000000003e-4,-0.6,6
36,1951-06-06T03:21:00Z,-111.025,23.2,17.41,1951-06-06T04:18:00Z,-111.025,23.2,0,0,0.95,5
36,1951-06-06T03:21:00Z,-111.025,23.2,17.37,1951-06-06T04:18:00Z,-111.025,23.2,10,0,0.95,5
36,1951-06-06T03:21:00Z,-111.025,23.2,17.07,1951-06-06T04:18:00Z,-111.025,23.2,20,0,0.95,5
36,1951-06-06T03:21:00Z,-111.025,23.2,16.75,1951-06-06T04:18:00Z,-111.025,23.2,30,0,0.95,5
36,1951-06-06T03:21:00Z,-111.025,23.2,16.05,1951-06-06T04:18:00Z,-111.025,23.2,50,0,0.95,5
37,1951-06-06T07:55:00Z,-119.183334,31.266666,14.26,1951-06-06T10:00:00Z,-119.183333,31.266666,9,9.523746e-5,2.0833333333333335,5
37,1951-06-06T07:55:00Z,-119.183334,31.266666,14.21,1951-06-06T10:00:00Z,-119.183333,31.266666,10,9.523746e-5,2.0833333333333335,5
37,1951-06-06T07:55:00Z,-119.183334,31.266666,13.68,1951-06-06T10:00:00Z,-119.183333,31.266666,20,9.523746e-5,2.0833333333333335,5
37,1951-06-06T07:55:00Z,-119.183334,31.266666,13.14,1951-06-06T10:00:00Z,-119.183333,31.266666,30,9.523746e-5,2.0833333333333335,5
37,1951-06-06T07:55:00Z,-119.183334,31.266666,12.08,1951-06-06T10:00:00Z,-119.183333,31.266666,50,9.523746e-5,2.0833333333333335,5
38,1951-06-06T15:11:00Z,-118.541664,31.608334,16.04,1951-06-06T16:24:00Z,-118.541666,31.608333,10,2.1980173e-4,1.2166666666666668,4
38,1951-06-06T15:11:00Z,-118.541664,31.608334,15.32,1951-06-06T16:24:00Z,-118.541666,31.608333,20,2.1980173e-4,1.2166666666666668,4
38,1951-06-06T15:11:00Z,-118.541664,31.608334,14.59,1951-06-06T16:24:00Z,-118.541666,31.608333,30,2.1980173e-4,1.2166666666666668,4
38,1951-06-06T15:11:00Z,-118.541664,31.608334,13.14,1951-06-06T16:24:00Z,-118.541666,31.608333,50,2.1980173e-4,1.2166666666666668,4
39,1951-06-06T16:00:00Z,-115.65,29.2,15.87,1951-06-06T17:06:00Z,-115.65,29.2,11,0,1.1,4
39,1951-06-06T16:00:00Z,-115.65,29.2,15.41,1951-06-06T17:06:00Z,-115.65,29.2,20,0,1.1,4
39,1951-06-06T16:00:00Z,-115.65,29.2,14.89,1951-06-06T17:06:00Z,-115.65,29.2,30,0,1.1,4
39,1951-06-06T16:00:00Z,-115.65,29.2,13.87,1951-06-06T17:06:00Z,-115.65,29.2,50,0,1.1,4
40,1951-06-06T20:06:00Z,-115.96167,29,16.48,1951-06-06T21:00:00Z,-115.958333,29,10,0.32515363671,0.9,3
40,1951-06-06T20:06:00Z,-115.96167,29,15.87,1951-06-06T21:00:00Z,-115.958333,29,20,0.32515363671,0.9,3
40,1951-06-06T20:06:00Z,-115.96167,29,15.26,1951-06-06T21:00:00Z,-115.958333,29,30,0.32515363671,0.9,3
41,1951-06-06T20:16:00Z,-117.875,31.966667,16.16,1951-06-06T21:24:00Z,-117.875,31.966666,10,1.1088623e-4,1.1333333333333333,4
41,1951-06-06T20:16:00Z,-117.875,31.966667,15.42,1951-06-06T21:24:00Z,-117.875,31.966666,20,1.1088623e-4,1.1333333333333333,4
41,1951-06-06T20:16:00Z,-117.875,31.966667,14.69,1951-06-06T21:24:00Z,-117.875,31.966666,30,1.1088623e-4,1.1333333333333333,4
41,1951-06-06T20:16:00Z,-117.875,31.966667,13.22,1951-06-06T21:24:00Z,-117.875,31.966666,50,1.1088623e-4,1.1333333333333333,4
42,1951-06-07T01:27:00Z,-117.275,32.15,16.69,1951-06-07T02:36:00Z,-117.275,32.15,9,0,1.15,5
42,1951-06-07T01:27:00Z,-117.275,32.15,16.61,1951-06-07T02:36:00Z,-117.275,32.15,10,0,1.15,5
42,1951-06-07T01:27:00Z,-117.275,32.15,15.77,1951-06-07T02:36:00Z,-117.275,32.15,20,0,1.15,5
42,1951-06-07T01:27:00Z,-117.275,32.15,14.93,1951-06-07T02:36:00Z,-117.275,32.15,30,0,1.15,5
42,1951-06-07T01:27:00Z,-117.275,32.15,13.26,1951-06-07T02:36:00Z,-117.275,32.15,50,0,1.15,5
43,1951-06-07T01:57:00Z,-116.7,28.683332,17.21,1951-06-07T02:54:00Z,-116.7,28.683333,9,1.1083055999999999e-4,0.95,5
43,1951-06-07T01:57:00Z,-116.7,28.683332,17.14,1951-06-07T02:54:00Z,-116.7,28.683333,10,1.1083055999999999e-4,0.95,5
43,1951-06-07T01:57:00Z,-116.7,28.683332,16.43,1951-06-07T02:54:00Z,-116.7,28.683333,20,1.1083055999999999e-4,0.95,5
43,1951-06-07T01:57:00Z,-116.7,28.683332,15.72,1951-06-07T02:54:00Z,-116.7,28.683333,30,1.1083055999999999e-4,0.95,5
43,1951-06-07T01:57:00Z,-116.7,28.683332,14.3,1951-06-07T02:54:00Z,-116.7,28.683333,50,1.1083055999999999e-4,0.95,5
44,1951-06-07T05:16:00Z,-112.05,24.183332,14.75,1951-06-07T04:54:00Z,-112.05,24.183333,0,1.1076087e-4,-0.36666666666666664,5
44,1951-06-07T05:16:00Z,-112.05,24.183332,14.75,1951-06-07T04:54:00Z,-112.05,24.183333,10,1.1076087e-4,-0.36666666666666664,5
44,1951-06-07T05:16:00Z,-112.05,24.183332,14.64,1951-06-07T04:54:00Z,-112.05,24.183333,20,1.1076087e-4,-0.36666666666666664,5
44,1951-06-07T05:16:00Z,-112.05,24.183332,14.5,1951-06-07T04:54:00Z,-112.05,24.183333,30,1.1076087e-4,-0.36666666666666664,5
44,1951-06-07T05:16:00Z,-112.05,24.183332,14.18,1951-06-07T04:54:00Z,-112.05,24.183333,50,1.1076087e-4,-0.36666666666666664,5
45,1951-06-07T06:42:00Z,-116.775,31.675,15.73,1951-06-07T07:36:00Z,-116.775,31.675,10,0,0.9,4
45,1951-06-07T06:42:00Z,-116.775,31.675,15,1951-06-07T07:36:00Z,-116.775,31.675,20,0,0.9,4
45,1951-06-07T06:42:00Z,-116.775,31.675,14.26,1951-06-07T07:36:00Z,-116.775,31.675,30,0,0.9,4
45,1951-06-07T06:42:00Z,-116.775,31.675,12.8,1951-06-07T07:36:00Z,-116.775,31.675,50,0,0.9,4
46,1951-06-07T07:41:00Z,-117.458336,28.355,16.89,1951-06-07T08:36:00Z,-117.458333,28.358333,10,0.3693805964,0.9166666666666666,3
46,1951-06-07T07:41:00Z,-117.458336,28.355,16.09,1951-06-07T08:36:00Z,-117.458333,28.358333,20,0.3693805964,0.9166666666666666,3
46,1951-06-07T07:41:00Z,-117.458336,28.355,15.29,1951-06-07T08:36:00Z,-117.458333,28.358333,30,0.3693805964,0.9166666666666666,3
47,1951-06-07T08:41:00Z,-112.36667,24.016666,17.18,1951-06-07T08:06:00Z,-112.366666,24.016666,0,4.0695467000000004e-4,-0.5833333333333334,5
