cruise,ship,orderocc,towtype,townum,netloc,spccode,count,longitude,latitude,line,station,geom,shf,volsampled,percsorted,datetime,date
0401,JD,36,CB,1,S,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,2,MT,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,2,MT,1,P,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,4,MT,1,P,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,8,MT,1,P,166,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,9,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,10,MT,1,P,166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,13,MT,1,P,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,16,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,17,MT,1,P,166,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,18,MT,1,P,166,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,19,MT,1,P,166,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,25,MT,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,29,MT,1,P,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,29,MT,1,P,173,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,30,MT,1,P,31,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,30,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,MT,1,P,166,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,MT,1,P,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,MT,1,P,166,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,44,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,44,MT,1,P,711,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,45,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,45,MT,1,P,541,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,49,MT,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,49,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,49,MT,1,P,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,52,MT,1,P,31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,52,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,55,MT,1,P,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,56,MT,1,P,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,57,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,62,MT,1,P,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,63,MT,1,P,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,65,MT,1,P,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,65,MT,1,P,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,65,MT,1,P,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,MT,1,P,742,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,69,MT,1,P,742,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,292,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,901,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,68,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,396,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,292,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,72,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,382,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,292,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,78,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,76,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,226,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,239,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,260,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,261,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,288,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,296,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,42,CB,1,S,343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,78,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,76,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,93,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,239,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,261,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,296,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,43,CB,1,S,299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,292,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,58,CB,1,S,301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,292,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,173,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,68,CB,1,S,397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,73,CB,1,S,68,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,73,CB,1,S,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,73,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,73,CB,1,S,292,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,73,CB,1,S,299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,74,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,74,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,311,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,292,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,76,CB,1,S,299,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,683,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,68,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,292,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,CB,1,S,299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,86,CB,1,S,536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,95,CB,1,S,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,95,CB,1,S,948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,100,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,100,CB,1,S,292,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,260,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,261,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,296,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,301,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,396,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,161,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,93,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,CB,1,S,288,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,292,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,299,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,87,CB,1,S,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,87,CB,1,S,288,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,87,CB,1,S,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,12,CB,1,S,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,15,CB,1,S,311,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,20,CB,1,S,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,23,CB,1,S,686,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,26,CB,1,S,683,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,27,CB,1,S,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,28,CB,1,S,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,32,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,32,CB,1,S,683,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,33,CB,1,S,683,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,34,CB,1,S,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,35,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,36,CB,1,S,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,37,CB,1,S,68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,38,CB,1,S,923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,40,CB,1,S,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,41,CB,1,S,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,47,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,48,CB,1,S,901,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,51,CB,1,S,901,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,51,CB,1,S,684,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,54,CB,1,S,68,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,59,CB,1,S,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,60,CB,1,S,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,61,CB,1,S,68,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,64,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,64,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,70,CB,1,S,923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,75,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,CB,1,S,683,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,80,CB,1,S,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,85,CB,1,S,68,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,87,CB,1,S,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,88,CB,1,S,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,90,CB,1,S,923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,CB,1,S,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,96,CB,1,S,683,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,MT,1,P,739,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,33,MT,1,P,736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,34,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,2,PV,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,7,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,10,PV,1,S,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,24,PV,1,S,31,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,25,PV,1,S,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,31,PV,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,31,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,43,PV,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,63,PV,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,95,MT,1,P,718,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,81,MT,1,P,739,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,81,MT,1,P,720,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,81,MT,1,P,736,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,83,MT,1,P,292,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,MT,1,P,736,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,79,MT,1,P,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,718,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,742,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,173,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,67,MT,1,P,846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,63,MT,1,P,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,62,MT,1,P,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,52,MT,1,P,684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,52,MT,1,P,718,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,49,MT,1,P,689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,44,MT,1,P,739,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,44,MT,1,P,736,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,29,MT,1,P,612,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,29,MT,1,P,736,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,30,MT,1,P,736,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,31,MT,1,P,686,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,MT,1,P,273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,39,MT,1,P,514,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,33,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,34,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,64,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,23,MT,1,P,683,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,32,MT,1,P,686,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,33,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,35,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,37,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,38,MT,1,P,166,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,1,MT,1,P,853,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,51,MT,1,P,736,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,64,MT,1,P,689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,88,MT,1,P,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,MT,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,MT,1,P,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,41,MT,1,P,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,33,MT,1,P,689,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,33,MT,1,P,853,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,36,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,26,MT,1,P,853,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,20,MT,1,P,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,3,MT,1,P,853,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,3,MT,1,P,666,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,MT,1,P,718,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,94,MT,1,P,720,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,78,MT,1,P,736,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,64,MT,1,P,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,1,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,1,CB,1,S,639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,1,CB,1,S,296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0310,NH,1,CB,1,S,301,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,48,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,50,CB,1,S,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,59,CB,1,S,71,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,60,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,61,CB,1,S,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,64,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,66,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,5,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,27,PV,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,32,PV,1,S,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,33,PV,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,34,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,3,MT,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,3,MT,1,P,854,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,5,MT,1,P,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,12,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,14,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,14,MT,1,P,996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,15,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,26,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,33,MT,1,P,832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,36,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,38,MT,1,P,151,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,41,MT,1,P,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,47,MT,1,P,736,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,48,MT,1,P,736,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,54,MT,1,P,736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,60,MT,1,P,226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,64,MT,1,P,736,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0211,NH,66,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0207,NH,66,CB,1,S,856,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0207,NH,64,CB,1,S,689,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
