cruise,ship,orderocc,towtype,townum,netloc,spccode,count,longitude,latitude,line,station,geom,shf,volsampled,percsorted,datetime,date
0704,JD,7,CB,1,S,683,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,83,CB,1,S,299,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,83,CB,1,S,292,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,83,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,83,CB,1,S,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,296,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,288,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,260,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,40,CB,1,S,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,JD,70,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,17,CB,1,S,296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,17,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,17,CB,1,S,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,18,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,19,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,21,CB,1,S,296,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,21,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,292,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,720,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,22,CB,1,S,686,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,21,PV,1,S,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,21,PV,1,S,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,19,PV,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,16,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,13,PV,1,S,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,13,PV,1,S,31,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,11,PV,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,10,PV,1,S,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,9,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,9,PV,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,9,PV,1,S,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,52,CB,1,P,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,52,CB,1,P,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,53,CB,1,P,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,53,CB,1,P,31,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,53,CB,1,P,901,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,55,CB,1,P,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,55,CB,1,P,31,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,55,CB,1,P,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,56,CB,1,P,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,56,CB,1,P,31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,56,CB,1,P,901,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,57,CB,1,P,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,57,CB,1,P,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,58,CB,1,P,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,58,CB,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,58,CB,1,P,901,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,69,CB,1,P,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,69,CB,1,P,901,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,71,CB,1,P,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,71,CB,1,P,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SH,72,CB,1,P,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,12,CB,1,P,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,12,CB,1,P,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,14,CB,1,P,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,14,CB,1,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,15,CB,1,P,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,59,CB,1,P,683,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,60,CB,1,P,683,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,61,CB,1,P,692,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NH,66,CB,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NH,67,MT,1,P,854,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NH,67,MT,1,P,574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NH,65,MT,1,P,429,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,2,P,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,2,P,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,3,P,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,3,P,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,3,P,946,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,4,P,72,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,4,P,299,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,4,P,923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,4,P,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,5,P,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,5,P,299,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,5,P,923,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,5,P,925,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,5,P,946,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,6,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,6,P,925,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,6,P,946,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0810,M2,2,CB,1,S,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0810,M2,2,CB,1,S,31,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,2,P,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,3,P,299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,3,P,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,4,P,683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,4,P,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,683,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,925,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,5,P,926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,5,MT,1,P,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,5,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,5,MT,1,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,70,M2,6,P,925,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,2,P,72,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,78,M2,2,P,405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,2,P,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,2,P,923,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,2,P,925,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,3,P,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,3,P,301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,3,P,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,3,P,923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,80,M2,3,P,925,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,12,MT,1,P,166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,14,MT,1,P,166,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,82,M2,2,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,82,M2,2,P,923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,82,M2,2,P,925,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,82,M2,3,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,15,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,84,M2,2,P,431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,84,M2,2,P,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,84,M2,3,P,431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,OS,23,MT,1,P,166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,85,M2,2,P,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,85,M2,2,P,923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,85,M2,3,P,866,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006,JD,85,M2,3,P,925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,8,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,7,PV,1,S,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,7,PV,1,S,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,6,PV,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,4,PV,1,S,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,2,PV,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0304,JD,2,PV,1,S,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,75,CB,1,S,683,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,75,CB,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,70,CB,1,S,683,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,70,CB,1,S,901,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,70,CB,1,S,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,66,CB,1,S,683,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,66,CB,1,S,901,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,64,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,64,CB,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,61,CB,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,60,CB,1,S,683,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,59,CB,1,S,683,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,54,CB,1,S,683,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,51,CB,1,S,683,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,50,CB,1,S,683,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,50,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,50,CB,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,48,CB,1,S,683,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,48,CB,1,S,901,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,48,CB,1,S,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,47,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,47,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,47,CB,1,S,31,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,41,CB,1,S,683,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,40,CB,1,S,683,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,38,CB,1,S,684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,37,CB,1,S,683,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302,SP,37,CB,1,S,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,54,CB,1,S,317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,54,CB,1,S,514,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,51,CB,1,S,707,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,51,CB,1,S,514,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,51,CB,1,S,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,50,CB,1,S,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,50,CB,1,S,901,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,50,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,48,CB,1,S,683,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,48,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,48,CB,1,S,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,47,CB,1,S,943,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,47,CB,1,S,901,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,35,CB,1,S,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,35,CB,1,S,901,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,33,CB,1,S,683,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,33,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,33,CB,1,S,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,32,CB,1,S,683,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,28,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,28,CB,1,S,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,27,CB,1,S,683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,27,CB,1,S,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,26,CB,1,S,683,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,26,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,26,CB,1,S,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,23,CB,1,S,514,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,23,CB,1,S,901,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,23,CB,1,S,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,23,CB,1,S,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,20,CB,1,S,514,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,15,CB,1,S,343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,14,CB,1,S,151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,12,CB,1,S,317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,5,CB,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,5,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,5,CB,1,S,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,41,CB,1,S,228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,41,CB,1,S,68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,41,CB,1,S,72,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,1,CB,1,S,683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404,NH,1,CB,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,288,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,13,CB,1,S,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,11,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,10,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,10,CB,1,S,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,8,CB,1,S,288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,8,CB,1,S,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,JD,8,CB,1,S,261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,89,CB,1,S,31,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,93,CB,1,S,31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,93,CB,1,S,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,95,CB,1,S,31,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,95,CB,1,S,901,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,95,CB,1,S,1,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,98,CB,1,S,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,98,CB,1,S,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,98,CB,1,S,901,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,98,CB,1,S,1,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,100,CB,1,S,31,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,100,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,100,CB,1,S,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,102,CB,1,S,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,102,CB,1,S,31,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,102,CB,1,S,901,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,102,CB,1,S,1,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,103,CB,1,S,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,103,CB,1,S,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,103,CB,1,S,901,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,103,CB,1,S,1,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,108,CB,1,S,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,108,CB,1,S,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,108,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,108,CB,1,S,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,110,CB,1,S,901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,JD,110,CB,1,S,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,LM,9,CB,1,S,901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401,LM,10,CB,1,S,924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,685,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,72,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,292,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,924,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,1,CB,1,S,955,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,3,CB,1,S,612,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,3,CB,1,S,932,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,5,CB,1,S,797,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402,LM,5,CB,1,S,2115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,74,CB,1,S,689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,74,CB,1,S,431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,74,CB,1,S,796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,74,CB,1,S,801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,74,CB,1,S,872,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,71,CB,1,S,943,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0607,NH,69,CB,1,S,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
