cast_no,cast_id,ncdepth,nodepths
494,20-1806SR-MX-175-01:09-08330420,31.383539,12
495,20-1806SR-MX-175-03:14-08330406,22.993633,6
496,20-1806SR-MX-175-04:41-08330394,1,5
497,20-1806SR-PR-160-18:31-09330267,12.082653,10
498,20-1806SR-PR-161-17:27-09330500,11.918037,17
499,20-1806SR-PR-162-20:34-09330900,60.973691,19
500,20-1806SR-PR-163-15:27-09331200,121.532472,18
501,20-1806SR-PR-164-17:51-09000900,95.649721,17
502,20-1806SR-PR-165-17:46-09000530,8,17
503,20-1806SR-PR-166-17:21-09000280,24.464435,13
504,20-1806SR-PR-167-19:29-08670550,2,19
505,20-1806SR-PR-168-18:21-08670900,91.259259,18
506,20-1806SR-PR-169-18:36-08331000,97.416667,17
507,20-1806SR-PR-170-18:07-08330600,2,18
508,20-1806SR-PR-171-19:23-08000700,58.307692,17
509,20-1806SR-PR-172-20:47-07671000,70.473499,19
510,20-1806SR-PR-173-16:32-07670700,2,16
511,20-1806SR-PR-174-18:41-08180469,2.457229,16
512,20-1810SR-MX-287-20:31-09340264,15,5
513,20-1810SR-MX-287-23:04-09170264,15,5
514,20-1810SR-MX-288-01:50-09330280,30.642202,16
515,20-1810SR-MX-288-04:43-09330300,48.196721,16
516,20-1810SR-MX-288-08:52-09330350,57.142861,16
517,20-1810SR-MX-288-12:57-09330400,55,16
518,20-1810SR-MX-288-21:49-09330500,95.34463700000001,15
519,20-1810SR-MX-289-02:03-09330550,68.96129000000001,16
520,20-1810SR-MX-289-06:12-09330600,43.960527,16
521,20-1810SR-MX-289-12:23-09330700,62.285724,16
522,20-1810SR-MX-290-00:19-09330900,44.23729,16
523,20-1810SR-MX-290-06:15-09331000,55.479452,16
524,20-1810SR-MX-290-12:11-09331100,67.79902,16
525,20-1810SR-MX-291-00:13-09001200,92.349794,16
526,20-1810SR-MX-291-06:35-09001100,62.078313,16
527,20-1810SR-MX-291-12:47-09001000,76.145228,16
528,20-1810SR-MX-292-01:36-09000800,76.10925400000001,16
529,20-1810SR-MX-292-08:00-09000700,40.150378,16
530,20-1810SR-MX-292-14:19-09000600,35.524865,16
531,20-1810SR-MX-293-00:55-09000450,32.711269,16
532,20-1810SR-MX-293-06:33-09000370,32.09205,16
533,20-1810SR-MX-293-09:37-09000350,42.672415,16
534,20-1810SR-MX-293-13:38-09000300,29.756102,13
535,20-1810SR-MX-293-18:39-09000277,2,5
536,20-1810SR-MX-293-21:05-08850301,1,5
537,20-1810SR-MX-294-00:53-08680325,2,6
538,20-1810SR-MX-294-01:46-08670330,21.189815,8
539,20-1810SR-MX-294-03:57-08670350,22.663116,15
540,20-1810SR-MX-294-08:07-08670400,44.347828,16
541,20-1810SR-MX-294-12:53-08670450,22.932551,15
542,20-1810SR-MX-294-20:39-08670550,32.318182,15
543,20-1810SR-MX-295-00:50-08670600,53.629219,16
544,20-1810SR-MX-295-07:07-08670700,48.69566,16
545,20-1810SR-MX-295-13:37-08670800,86.538473,15
546,20-1810SR-MX-296-01:26-08671000,95.783784,16
547,20-1810SR-MX-296-07:07-08671100,65.167421,16
548,20-1810SR-MX-296-12:52-08331100,75.194946,15
549,20-1810SR-MX-297-00:51-08330900,107.100592,16
550,20-1810SR-MX-297-06:50-08330800,55.851067,16
551,20-1810SR-MX-297-12:51-08330700,41.24498,16
552,20-1810SR-MX-297-23:48-08330550,33.973219,16
553,20-1810SR-MX-298-03:41-08330510,2,11
554,20-1810SR-MX-298-09:37-08000550,23.75,17
555,20-1810SR-MX-298-20:26-08000700,49.196721,16
556,20-1810SR-MX-299-02:51-08000800,70.24038899999999,16
557,20-1810SR-MX-299-09:12-08000900,107.096774,16
558,20-1810SR-MX-299-21:32-07671000,112.232979,16
559,20-1810SR-MX-300-03:25-07670900,74.022989,16
560,20-1810SR-MX-300-09:15-07670800,52.094598,16
561,20-1810SR-MX-300-20:59-07670600,35.694836,16
562,20-1810SR-MX-301-01:02-07670550,21.052641,16
563,20-1810SR-MX-301-04:46-07670510,23.377194,14
564,20-1810SR-MX-301-07:22-07670490,2,9
565,20-1810SR-MX-301-12:59-08000510,2,4
566,20-1810SR-MX-301-14:40-08000505,2,5
567,20-1810SR-MX-301-22:00-08170435,17,6
568,20-1810SR-MX-302-00:45-08330394,2,5
569,20-1810SR-MX-302-01:38-08330406,25,6
570,20-1810SR-MX-302-03:21-08330420,41.564626,12
571,20-1810SR-PR-287-18:28-09330267,39.254237,9
572,20-1810SR-PR-288-17:28-09330450,65.81356100000001,16
573,20-1810SR-PR-289-18:23-09330800,48.385967,19
574,20-1810SR-PR-290-18:10-09331200,92.15517199999999,18
575,20-1810SR-PR-291-19:05-09000900,83.474581,16
576,20-1810SR-PR-292-19:30-09000530,60.403175,18
577,20-1810SR-PR-293-16:39-09000280,29.535885,11
578,20-1810SR-PR-294-17:50-08670500,31.804881,11
579,20-1810SR-PR-295-19:43-08670900,110.150957,19
580,20-1810SR-PR-296-18:44-08331000,104.159469,19
581,20-1810SR-PR-297-19:15-08330600,42.901963,17
582,20-1810SR-PR-298-15:36-08000600,36.964348,17
583,20-1810SR-PR-299-16:24-08001000,107.929085,17
584,20-1810SR-PR-300-16:05-07670700,40.501931,18
585,20-1810SR-PR-301-18:15-08180469,23.649131,99
